Sample in Buffer,Sample in Window,TRIGGER,UART_Transfer_i/clock_out_top_0/U0/fifo_count_slv[3:0],UART_Transfer_i/clock_out_top_0/U0/glitching_done,UART_Transfer_i/clock_out_top_0/U0/tdc_code[7:0],UART_Transfer_i/clock_out_top_0/U0/gpio_latched[15:0],UART_Transfer_i/clock_out_top_0/U0/display_ptr_slv[2:0],UART_Transfer_i/clock_out_top_0/U0/tdc_code_latched[7:0],UART_Transfer_i/clock_out_top_0/U0/glitch_fifo_debug[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
5918,5918,0,7,0,01,0000,5,01,0080
5919,5919,0,7,0,01,0000,5,01,0080
5920,5920,0,7,0,01,0000,5,01,0080
5921,5921,0,7,0,01,0000,5,01,0080
5922,5922,0,7,0,01,0000,5,01,0080
5923,5923,0,7,0,01,0000,5,01,0080
5924,5924,0,7,0,01,0000,5,01,0080
5925,5925,0,7,0,01,0000,5,01,0080
5926,5926,0,7,0,01,0000,5,01,0080
5927,5927,0,7,0,01,0000,5,01,0080
5928,5928,0,7,0,01,0000,5,01,0080
5929,5929,0,7,0,01,0000,5,01,0080
5930,5930,0,7,0,01,0000,5,01,0080
5931,5931,0,7,0,01,0000,5,01,0080
5932,5932,0,7,0,01,0000,5,01,0080
5933,5933,0,7,0,01,0000,5,01,0080
5934,5934,0,7,0,01,0000,5,01,0080
5935,5935,0,7,0,01,0000,5,01,0080
5936,5936,0,7,0,01,0000,5,01,0080
5937,5937,0,7,0,01,0000,5,01,0080
5938,5938,0,7,0,01,0000,5,01,0080
5939,5939,0,7,0,01,0000,5,01,0080
5940,5940,0,7,0,01,0000,5,01,0080
5941,5941,0,7,0,01,0000,5,01,0080
5942,5942,0,7,0,01,0000,5,01,0080
5943,5943,0,7,0,01,0000,5,01,0080
5944,5944,0,7,0,01,0000,5,01,0080
5945,5945,0,7,0,01,0000,5,01,0080
5946,5946,0,7,0,01,0000,5,01,0080
5947,5947,0,7,0,01,0000,5,01,0080
5948,5948,0,7,0,01,0000,5,01,0080
5949,5949,0,7,0,01,0000,5,01,0080
5950,5950,0,7,0,01,0000,5,01,0080
5951,5951,0,7,0,01,0000,5,01,0080
5952,5952,0,7,0,01,0000,5,01,0080
5953,5953,0,7,0,01,0000,5,01,0080
5954,5954,0,7,0,01,0000,5,01,0080
5955,5955,0,7,0,01,0000,5,01,0080
5956,5956,0,7,0,01,0000,5,01,0080
5957,5957,0,7,0,01,0000,5,01,0080
5958,5958,0,7,0,01,0000,5,01,0080
5959,5959,0,7,0,01,0000,5,01,0080
5960,5960,0,7,0,01,0000,5,01,0080
5961,5961,0,7,0,01,0000,5,01,0080
5962,5962,0,7,0,01,0000,5,01,0080
5963,5963,0,7,0,01,0000,5,01,0080
5964,5964,0,7,0,01,0000,5,01,0080
5965,5965,0,7,0,01,0000,5,01,0080
5966,5966,0,7,0,01,0000,5,01,0080
5967,5967,0,7,0,01,0000,5,01,0080
5968,5968,0,7,0,01,0000,5,01,0080
5969,5969,0,7,0,01,0000,5,01,0080
5970,5970,0,7,0,01,0000,5,01,0080
5971,5971,0,7,0,01,0000,5,01,0080
5972,5972,0,7,0,01,0000,5,01,0080
5973,5973,0,7,0,01,0000,5,01,0080
5974,5974,0,7,0,01,0000,5,01,0080
5975,5975,0,7,0,01,0000,5,01,0080
5976,5976,0,7,0,01,0000,5,01,0080
5977,5977,0,7,0,01,0000,5,01,0080
5978,5978,0,7,0,01,0000,5,01,0080
5979,5979,0,7,0,01,0000,5,01,0080
5980,5980,0,7,0,01,0000,5,01,0080
5981,5981,0,7,0,01,0000,5,01,0080
5982,5982,0,7,0,01,0000,5,01,0080
5983,5983,0,7,0,01,0000,5,01,0080
5984,5984,0,7,0,01,0000,5,01,0080
5985,5985,0,7,0,01,0000,5,01,0080
5986,5986,0,7,0,01,0000,5,01,0080
5987,5987,0,7,0,01,0000,5,01,0080
5988,5988,0,7,0,01,0000,5,01,0080
5989,5989,0,7,0,01,0000,5,01,0080
5990,5990,0,7,0,01,0000,5,01,0080
5991,5991,0,7,0,01,0000,5,01,0080
5992,5992,0,7,0,01,0000,5,01,0080
5993,5993,0,7,0,01,0000,5,01,0080
5994,5994,0,7,0,01,0000,5,01,0080
5995,5995,0,7,0,01,0000,5,01,0080
5996,5996,0,7,0,01,0000,5,01,0080
5997,5997,0,7,0,01,0000,5,01,0080
5998,5998,0,7,0,01,0000,5,01,0080
5999,5999,0,7,0,01,0000,5,01,0080
6000,6000,0,7,0,01,0000,5,01,0080
6001,6001,0,7,0,01,0000,5,01,0080
6002,6002,0,7,0,01,0000,5,01,0080
6003,6003,0,7,0,01,0000,5,01,0080
6004,6004,0,7,0,01,0000,5,01,0080
6005,6005,0,7,0,01,0000,5,01,0080
6006,6006,0,7,0,01,0000,5,01,0080
6007,6007,0,7,0,01,0000,5,01,0080
6008,6008,0,7,0,01,0000,5,01,0080
6009,6009,0,7,0,01,0000,5,01,0080
6010,6010,0,7,0,01,0000,5,01,0080
6011,6011,0,7,0,01,0000,5,01,0080
6012,6012,0,7,0,01,0000,5,01,0080
6013,6013,0,7,0,01,0000,5,01,0080
6014,6014,0,7,0,01,0000,5,01,0080
6015,6015,0,7,0,01,0000,5,01,0080
6016,6016,0,7,0,01,0000,5,01,0080
6017,6017,0,7,0,01,0000,5,01,0080
6018,6018,0,7,0,01,0000,5,01,0080
6019,6019,0,7,0,01,0000,5,01,0080
6020,6020,0,7,0,01,0000,5,01,0080
6021,6021,0,7,0,01,0000,5,01,0080
6022,6022,0,7,0,01,0000,5,01,0080
6023,6023,0,7,0,01,0000,5,01,0080
6024,6024,0,7,0,01,0000,5,01,0080
6025,6025,0,7,0,01,0000,5,01,0080
6026,6026,0,7,0,01,0000,5,01,0080
6027,6027,0,7,0,01,0000,5,01,0080
6028,6028,0,7,0,01,0000,5,01,0080
6029,6029,0,7,0,01,0000,5,01,0080
6030,6030,0,7,0,01,0000,5,01,0080
6031,6031,0,7,0,01,0000,5,01,0080
6032,6032,0,7,0,01,0000,5,01,0080
6033,6033,0,7,0,01,0000,5,01,0080
6034,6034,0,7,0,01,0000,5,01,0080
6035,6035,0,7,0,01,0000,5,01,0080
6036,6036,0,7,0,01,0000,5,01,0080
6037,6037,0,7,0,01,0000,5,01,0080
6038,6038,0,7,0,01,0000,5,01,0080
6039,6039,0,7,0,01,0000,5,01,0080
6040,6040,0,7,0,01,0000,5,01,0080
6041,6041,0,7,0,01,0000,5,01,0080
6042,6042,0,7,0,01,0000,5,01,0080
6043,6043,0,7,0,01,0000,5,01,0080
6044,6044,0,7,0,01,0000,5,01,0080
6045,6045,0,7,0,01,0000,5,01,0080
6046,6046,0,7,0,01,0000,5,01,0080
6047,6047,0,7,0,01,0000,5,01,0080
6048,6048,0,7,0,01,0000,5,01,0080
6049,6049,0,7,0,01,0000,5,01,0080
6050,6050,0,7,0,01,0000,5,01,0080
6051,6051,0,7,0,01,0000,5,01,0080
6052,6052,0,7,0,01,0000,5,01,0080
6053,6053,0,7,0,01,0000,5,01,0080
6054,6054,0,7,0,01,0000,5,01,0080
6055,6055,0,7,0,01,0000,5,01,0080
6056,6056,0,7,0,01,0000,5,01,0080
6057,6057,0,7,0,01,0000,5,01,0080
6058,6058,0,7,0,01,0000,5,01,0080
6059,6059,0,7,0,01,0000,5,01,0080
6060,6060,0,7,0,01,0000,5,01,0080
6061,6061,0,7,0,01,0000,5,01,0080
6062,6062,0,7,0,01,0000,5,01,0080
6063,6063,0,7,0,01,0000,5,01,0080
6064,6064,0,7,0,01,0000,5,01,0080
6065,6065,0,7,0,01,0000,5,01,0080
6066,6066,0,7,0,01,0000,5,01,0080
6067,6067,0,7,0,01,0000,5,01,0080
6068,6068,0,7,0,01,0000,5,01,0080
6069,6069,0,7,0,01,0000,5,01,0080
6070,6070,0,7,0,01,0000,5,01,0080
6071,6071,0,7,0,01,0000,5,01,0080
6072,6072,0,7,0,01,0000,5,01,0080
6073,6073,0,7,0,01,0000,5,01,0080
6074,6074,0,7,0,01,0000,5,01,0080
6075,6075,0,7,0,01,0000,5,01,0080
6076,6076,0,7,0,01,0000,5,01,0080
6077,6077,0,7,0,01,0000,5,01,0080
6078,6078,0,7,0,01,0000,5,01,0080
6079,6079,0,7,0,01,0000,5,01,0080
6080,6080,0,7,0,01,0000,5,01,0080
6081,6081,0,7,0,01,0000,5,01,0080
6082,6082,0,7,0,01,0000,5,01,0080
6083,6083,0,7,0,01,0000,5,01,0080
6084,6084,0,7,0,01,0000,5,01,0080
6085,6085,0,7,0,01,0000,5,01,0080
6086,6086,0,7,0,01,0000,5,01,0080
6087,6087,0,7,0,01,0000,5,01,0080
6088,6088,0,7,0,01,0000,5,01,0080
6089,6089,0,7,0,01,0000,5,01,0080
6090,6090,0,7,0,01,0000,5,01,0080
6091,6091,0,7,0,01,0000,5,01,0080
6092,6092,0,7,0,01,0000,5,01,0080
6093,6093,0,7,0,01,0000,5,01,0080
6094,6094,0,7,0,01,0000,5,01,0080
6095,6095,0,7,0,01,0000,5,01,0080
6096,6096,0,7,0,01,0000,5,01,0080
6097,6097,0,7,0,01,0000,5,01,0080
6098,6098,0,7,0,01,0000,5,01,0080
6099,6099,0,7,0,01,0000,5,01,0080
6100,6100,0,7,0,01,0000,5,01,0080
6101,6101,0,7,0,01,0000,5,01,0080
6102,6102,0,7,0,01,0000,5,01,0080
6103,6103,0,7,0,01,0000,5,01,0080
6104,6104,0,7,0,01,0000,5,01,0080
6105,6105,0,7,0,01,0000,5,01,0080
6106,6106,0,7,0,01,0000,5,01,0080
6107,6107,0,7,0,01,0000,5,01,0080
6108,6108,0,7,0,01,0000,5,01,0080
6109,6109,0,7,0,01,0000,5,01,0080
6110,6110,0,7,0,01,0000,5,01,0080
6111,6111,0,7,0,01,0000,5,01,0080
6112,6112,0,7,0,01,0000,5,01,0080
6113,6113,0,7,0,01,0000,5,01,0080
6114,6114,0,7,0,01,0000,5,01,0080
6115,6115,0,7,0,01,0000,5,01,0080
6116,6116,0,7,0,01,0000,5,01,0080
6117,6117,0,7,0,01,0000,5,01,0080
6118,6118,0,7,0,01,0000,5,01,0080
6119,6119,0,7,0,01,0000,5,01,0080
6120,6120,0,7,0,01,0000,5,01,0080
6121,6121,0,7,0,01,0000,5,01,0080
6122,6122,0,7,0,01,0000,5,01,0080
6123,6123,0,7,0,01,0000,5,01,0080
6124,6124,0,7,0,01,0000,5,01,0080
6125,6125,0,7,0,01,0000,5,01,0080
6126,6126,0,7,0,01,0000,5,01,0080
6127,6127,0,7,0,01,0000,5,01,0080
6128,6128,0,7,0,01,0000,5,01,0080
6129,6129,0,7,0,01,0000,5,01,0080
6130,6130,0,7,0,01,0000,5,01,0080
6131,6131,0,7,0,01,0000,5,01,0080
6132,6132,0,7,0,01,0000,5,01,0080
6133,6133,0,7,0,01,0000,5,01,0080
6134,6134,0,7,0,01,0000,5,01,0080
6135,6135,0,7,0,01,0000,5,01,0080
6136,6136,0,7,0,01,0000,5,01,0080
6137,6137,0,7,0,01,0000,5,01,0080
6138,6138,0,7,0,01,0000,5,01,0080
6139,6139,0,7,0,01,0000,5,01,0080
6140,6140,0,7,0,01,0000,5,01,0080
6141,6141,0,7,0,01,0000,5,01,0080
6142,6142,0,7,0,01,0000,5,01,0080
6143,6143,0,7,0,01,0000,5,01,0080
6144,6144,0,7,0,01,0000,5,01,0080
6145,6145,0,7,0,01,0000,5,01,0080
6146,6146,0,7,0,01,0000,5,01,0080
6147,6147,0,7,0,01,0000,5,01,0080
6148,6148,0,7,0,01,0000,5,01,0080
6149,6149,0,7,0,01,0000,5,01,0080
6150,6150,0,7,0,01,0000,5,01,0080
6151,6151,0,7,0,01,0000,5,01,0080
6152,6152,0,7,0,01,0000,5,01,0080
6153,6153,0,7,0,01,0000,5,01,0080
6154,6154,0,7,0,01,0000,5,01,0080
6155,6155,0,7,0,01,0000,5,01,0080
6156,6156,0,7,0,01,0000,5,01,0080
6157,6157,0,7,0,01,0000,5,01,0080
6158,6158,0,7,0,01,0000,5,01,0080
6159,6159,0,7,0,01,0000,5,01,0080
6160,6160,0,7,0,01,0000,5,01,0080
6161,6161,0,7,0,01,0000,5,01,0080
6162,6162,0,7,0,01,0000,5,01,0080
6163,6163,0,7,0,01,0000,5,01,0080
6164,6164,0,7,0,01,0000,5,01,0080
6165,6165,0,7,0,01,0000,5,01,0080
6166,6166,0,7,0,01,0000,5,01,0080
6167,6167,0,7,0,01,0000,5,01,0080
6168,6168,0,7,0,01,0000,5,01,0080
6169,6169,0,7,0,01,0000,5,01,0080
6170,6170,0,7,0,01,0000,5,01,0080
6171,6171,0,7,0,01,0000,5,01,0080
6172,6172,0,7,0,01,0000,5,01,0080
6173,6173,0,7,0,01,0000,5,01,0080
6174,6174,0,7,0,01,0000,5,01,0080
6175,6175,0,7,0,01,0000,5,01,0080
6176,6176,0,7,0,01,0000,5,01,0080
6177,6177,0,7,0,01,0000,5,01,0080
6178,6178,0,7,0,01,0000,5,01,0080
6179,6179,0,7,0,01,0000,5,01,0080
6180,6180,0,7,0,01,0000,5,01,0080
6181,6181,0,7,0,01,0000,5,01,0080
6182,6182,0,7,0,01,0000,5,01,0080
6183,6183,0,7,0,01,0000,5,01,0080
6184,6184,0,7,0,01,0000,5,01,0080
6185,6185,0,7,0,01,0000,5,01,0080
6186,6186,0,7,0,01,0000,5,01,0080
6187,6187,0,7,0,01,0000,5,01,0080
6188,6188,0,7,0,01,0000,5,01,0080
6189,6189,0,7,0,01,0000,5,01,0080
6190,6190,0,7,0,01,0000,5,01,0080
6191,6191,0,7,0,01,0000,5,01,0080
6192,6192,0,7,0,01,0000,5,01,0080
6193,6193,0,7,0,01,0000,5,01,0080
6194,6194,0,7,0,01,0000,5,01,0080
6195,6195,0,7,0,01,0000,5,01,0080
6196,6196,0,7,0,01,0000,5,01,0080
6197,6197,0,7,0,01,0000,5,01,0080
6198,6198,0,7,0,01,0000,5,01,0080
6199,6199,0,7,0,01,0000,5,01,0080
6200,6200,0,7,0,01,0000,5,01,0080
6201,6201,0,7,0,01,0000,5,01,0080
6202,6202,0,7,0,01,0000,5,01,0080
6203,6203,0,7,0,01,0000,5,01,0080
6204,6204,0,7,0,01,0000,5,01,0080
6205,6205,0,7,0,01,0000,5,01,0080
6206,6206,0,7,0,01,0000,5,01,0080
6207,6207,0,7,0,01,0000,5,01,0080
6208,6208,0,7,0,01,0000,5,01,0080
6209,6209,0,7,0,01,0000,5,01,0080
6210,6210,0,7,0,01,0000,5,01,0080
6211,6211,0,7,0,01,0000,5,01,0080
6212,6212,0,7,0,01,0000,5,01,0080
6213,6213,0,7,0,01,0000,5,01,0080
6214,6214,0,7,0,01,0000,5,01,0080
6215,6215,0,7,0,01,0000,5,01,0080
6216,6216,0,7,0,01,0000,5,01,0080
6217,6217,0,7,0,01,0000,5,01,0080
6218,6218,0,7,0,01,0000,5,01,0080
6219,6219,0,7,0,01,0000,5,01,0080
6220,6220,0,7,0,01,0000,5,01,0080
6221,6221,0,7,0,01,0000,5,01,0080
6222,6222,0,7,0,01,0000,5,01,0080
6223,6223,0,7,0,01,0000,5,01,0080
6224,6224,0,7,0,01,0000,5,01,0080
6225,6225,0,7,0,01,0000,5,01,0080
6226,6226,0,7,0,01,0000,5,01,0080
6227,6227,0,7,0,01,0000,5,01,0080
6228,6228,0,7,0,01,0000,5,01,0080
6229,6229,0,7,0,01,0000,5,01,0080
6230,6230,0,7,0,01,0000,5,01,0080
6231,6231,0,7,0,01,0000,5,01,0080
6232,6232,0,7,0,01,0000,5,01,0080
6233,6233,0,7,0,01,0000,5,01,0080
6234,6234,0,7,0,01,0000,5,01,0080
6235,6235,0,7,0,01,0000,5,01,0080
6236,6236,0,7,0,01,0000,5,01,0080
6237,6237,0,7,0,01,0000,5,01,0080
6238,6238,0,7,0,01,0000,5,01,0080
6239,6239,0,7,0,01,0000,5,01,0080
6240,6240,0,7,0,01,0000,5,01,0080
6241,6241,0,7,0,01,0000,5,01,0080
6242,6242,0,7,0,01,0000,5,01,0080
6243,6243,0,7,0,01,0000,5,01,0080
6244,6244,0,7,0,01,0000,5,01,0080
6245,6245,0,7,0,01,0000,5,01,0080
6246,6246,0,7,0,01,0000,5,01,0080
6247,6247,0,7,0,01,0000,5,01,0080
6248,6248,0,7,0,01,0000,5,01,0080
6249,6249,0,7,0,01,0000,5,01,0080
6250,6250,0,7,0,01,0000,5,01,0080
6251,6251,0,7,0,01,0000,5,01,0080
6252,6252,0,7,0,01,0000,5,01,0080
6253,6253,0,7,0,01,0000,5,01,0080
6254,6254,0,7,0,01,0000,5,01,0080
6255,6255,0,7,0,01,0000,5,01,0080
6256,6256,0,7,0,01,0000,5,01,0080
6257,6257,0,7,0,01,0000,5,01,0080
6258,6258,0,7,0,01,0000,5,01,0080
6259,6259,0,7,0,01,0000,5,01,0080
6260,6260,0,7,0,01,0000,5,01,0080
6261,6261,0,7,0,01,0000,5,01,0080
6262,6262,0,7,0,01,0000,5,01,0080
6263,6263,0,7,0,01,0000,5,01,0080
6264,6264,0,7,0,01,0000,5,01,0080
6265,6265,0,7,0,01,0000,5,01,0080
6266,6266,0,7,0,01,0000,5,01,0080
6267,6267,0,7,0,01,0000,5,01,0080
6268,6268,0,7,0,01,0000,5,01,0080
6269,6269,0,7,0,01,0000,5,01,0080
6270,6270,0,7,0,01,0000,5,01,0080
6271,6271,0,7,0,01,0000,5,01,0080
6272,6272,0,7,0,01,0000,5,01,0080
6273,6273,0,7,0,01,0000,5,01,0080
6274,6274,0,7,0,01,0000,5,01,0080
6275,6275,0,7,0,01,0000,5,01,0080
6276,6276,0,7,0,01,0000,5,01,0080
6277,6277,0,7,0,01,0000,5,01,0080
6278,6278,0,7,0,01,0000,5,01,0080
6279,6279,0,7,0,01,0000,5,01,0080
6280,6280,0,7,0,01,0000,5,01,0080
6281,6281,0,7,0,01,0000,5,01,0080
6282,6282,0,7,0,01,0000,5,01,0080
6283,6283,0,7,0,01,0000,5,01,0080
6284,6284,0,7,0,01,0000,5,01,0080
6285,6285,0,7,0,01,0000,5,01,0080
6286,6286,0,7,0,01,0000,5,01,0080
6287,6287,0,7,0,01,0000,5,01,0080
6288,6288,0,7,0,01,0000,5,01,0080
6289,6289,0,7,0,01,0000,5,01,0080
6290,6290,0,7,0,01,0000,5,01,0080
6291,6291,0,7,0,01,0000,5,01,0080
6292,6292,0,7,0,01,0000,5,01,0080
6293,6293,0,7,0,01,0000,5,01,0080
6294,6294,0,7,0,01,0000,5,01,0080
6295,6295,0,7,0,01,0000,5,01,0080
6296,6296,0,7,0,01,0000,5,01,0080
6297,6297,0,7,0,01,0000,5,01,0080
6298,6298,0,7,0,01,0000,5,01,0080
6299,6299,0,7,0,01,0000,5,01,0080
6300,6300,0,7,0,01,0000,5,01,0080
6301,6301,0,7,0,01,0000,5,01,0080
6302,6302,0,7,0,01,0000,5,01,0080
6303,6303,0,7,0,01,0000,5,01,0080
6304,6304,0,7,0,01,0000,5,01,0080
6305,6305,0,7,0,01,0000,5,01,0080
6306,6306,0,7,0,01,0000,5,01,0080
6307,6307,0,7,0,01,0000,5,01,0080
6308,6308,0,7,0,01,0000,5,01,0080
6309,6309,0,7,0,01,0000,5,01,0080
6310,6310,0,7,0,01,0000,5,01,0080
6311,6311,0,7,0,01,0000,5,01,0080
6312,6312,0,7,0,01,0000,5,01,0080
6313,6313,0,7,0,01,0000,5,01,0080
6314,6314,0,7,0,01,0000,5,01,0080
6315,6315,0,7,0,01,0000,5,01,0080
6316,6316,0,7,0,01,0000,5,01,0080
6317,6317,0,7,0,01,0000,5,01,0080
6318,6318,0,7,0,01,0000,5,01,0080
6319,6319,0,7,0,01,0000,5,01,0080
6320,6320,0,7,0,01,0000,5,01,0080
6321,6321,0,7,0,01,0000,5,01,0080
6322,6322,0,7,0,01,0000,5,01,0080
6323,6323,0,7,0,01,0000,5,01,0080
6324,6324,0,7,0,01,0000,5,01,0080
6325,6325,0,7,0,01,0000,5,01,0080
6326,6326,0,7,0,01,0000,5,01,0080
6327,6327,0,7,0,01,0000,5,01,0080
6328,6328,0,7,0,01,0000,5,01,0080
6329,6329,0,7,0,01,0000,5,01,0080
6330,6330,0,7,0,01,0000,5,01,0080
6331,6331,0,7,0,01,0000,5,01,0080
6332,6332,0,7,0,01,0000,5,01,0080
6333,6333,0,7,0,01,0000,5,01,0080
6334,6334,0,7,0,01,0000,5,01,0080
6335,6335,0,7,0,01,0000,5,01,0080
6336,6336,0,7,0,01,0000,5,01,0080
6337,6337,0,7,0,01,0000,5,01,0080
6338,6338,0,7,0,01,0000,5,01,0080
6339,6339,0,7,0,01,0000,5,01,0080
6340,6340,0,7,0,01,0000,5,01,0080
6341,6341,0,7,0,01,0000,5,01,0080
6342,6342,0,7,0,01,0000,5,01,0080
6343,6343,0,7,0,01,0000,5,01,0080
6344,6344,0,7,0,01,0000,5,01,0080
6345,6345,0,7,0,01,0000,5,01,0080
6346,6346,0,7,0,01,0000,5,01,0080
6347,6347,0,7,0,01,0000,5,01,0080
6348,6348,0,7,0,01,0000,5,01,0080
6349,6349,0,7,0,01,0000,5,01,0080
6350,6350,0,7,0,01,0000,5,01,0080
6351,6351,0,7,0,01,0000,5,01,0080
6352,6352,0,7,0,01,0000,5,01,0080
6353,6353,0,7,0,01,0000,5,01,0080
6354,6354,0,7,0,01,0000,5,01,0080
6355,6355,0,7,0,01,0000,5,01,0080
6356,6356,0,7,0,01,0000,5,01,0080
6357,6357,0,7,0,01,0000,5,01,0080
6358,6358,0,7,0,01,0000,5,01,0080
6359,6359,0,7,0,01,0000,5,01,0080
6360,6360,0,7,0,01,0000,5,01,0080
6361,6361,0,7,0,01,0000,5,01,0080
6362,6362,0,7,0,01,0000,5,01,0080
6363,6363,0,7,0,01,0000,5,01,0080
6364,6364,0,7,0,01,0000,5,01,0080
6365,6365,0,7,0,01,0000,5,01,0080
6366,6366,0,7,0,01,0000,5,01,0080
6367,6367,0,7,0,01,0000,5,01,0080
6368,6368,0,7,0,01,0000,5,01,0080
6369,6369,0,7,0,01,0000,5,01,0080
6370,6370,0,7,0,01,0000,5,01,0080
6371,6371,0,7,0,01,0000,5,01,0080
6372,6372,0,7,0,01,0000,5,01,0080
6373,6373,0,7,0,01,0000,5,01,0080
6374,6374,0,7,0,01,0000,5,01,0080
6375,6375,0,7,0,01,0000,5,01,0080
6376,6376,0,7,0,01,0000,5,01,0080
6377,6377,0,7,0,01,0000,5,01,0080
6378,6378,0,7,0,01,0000,5,01,0080
6379,6379,0,7,0,01,0000,5,01,0080
6380,6380,0,7,0,01,0000,5,01,0080
6381,6381,0,7,0,01,0000,5,01,0080
6382,6382,0,7,0,01,0000,5,01,0080
6383,6383,0,7,0,01,0000,5,01,0080
6384,6384,0,7,0,01,0000,5,01,0080
6385,6385,0,7,0,01,0000,5,01,0080
6386,6386,0,7,0,01,0000,5,01,0080
6387,6387,0,7,0,01,0000,5,01,0080
6388,6388,0,7,0,01,0000,5,01,0080
6389,6389,0,7,0,01,0000,5,01,0080
6390,6390,0,7,0,01,0000,5,01,0080
6391,6391,0,7,0,01,0000,5,01,0080
6392,6392,0,7,0,01,0000,5,01,0080
6393,6393,0,7,0,01,0000,5,01,0080
6394,6394,0,7,0,01,0000,5,01,0080
6395,6395,0,7,0,01,0000,5,01,0080
6396,6396,0,7,0,01,0000,5,01,0080
6397,6397,0,7,0,01,0000,5,01,0080
6398,6398,0,7,0,01,0000,5,01,0080
6399,6399,0,7,0,01,0000,5,01,0080
6400,6400,0,7,0,01,0000,5,01,0080
6401,6401,0,7,0,01,0000,5,01,0080
6402,6402,0,7,0,01,0000,5,01,0080
6403,6403,0,7,0,01,0000,5,01,0080
6404,6404,0,7,0,01,0000,5,01,0080
6405,6405,0,7,0,01,0000,5,01,0080
6406,6406,0,7,0,01,0000,5,01,0080
6407,6407,0,7,0,01,0000,5,01,0080
6408,6408,0,7,0,01,0000,5,01,0080
6409,6409,0,7,0,01,0000,5,01,0080
6410,6410,0,7,0,01,0000,5,01,0080
6411,6411,0,7,0,01,0000,5,01,0080
6412,6412,0,7,0,01,0000,5,01,0080
6413,6413,0,7,0,01,0000,5,01,0080
6414,6414,0,7,0,01,0000,5,01,0080
6415,6415,0,7,0,01,0000,5,01,0080
6416,6416,0,7,0,01,0000,5,01,0080
6417,6417,0,7,0,01,0000,5,01,0080
6418,6418,0,7,0,01,0000,5,01,0080
6419,6419,0,7,0,01,0000,5,01,0080
6420,6420,0,7,0,01,0000,5,01,0080
6421,6421,0,7,0,01,0000,5,01,0080
6422,6422,0,7,0,01,0000,5,01,0080
6423,6423,0,7,0,01,0000,5,01,0080
6424,6424,0,7,0,01,0000,5,01,0080
6425,6425,0,7,0,01,0000,5,01,0080
6426,6426,0,7,0,01,0000,5,01,0080
6427,6427,0,7,0,01,0000,5,01,0080
6428,6428,0,7,0,01,0000,5,01,0080
6429,6429,0,7,0,01,0000,5,01,0080
6430,6430,0,7,0,01,0000,5,01,0080
6431,6431,0,7,0,01,0000,5,01,0080
6432,6432,0,7,0,01,0000,5,01,0080
6433,6433,0,7,0,01,0000,5,01,0080
6434,6434,0,7,0,01,0000,5,01,0080
6435,6435,0,7,0,01,0000,5,01,0080
6436,6436,0,7,0,01,0000,5,01,0080
6437,6437,0,7,0,01,0000,5,01,0080
6438,6438,0,7,0,01,0000,5,01,0080
6439,6439,0,7,0,01,0000,5,01,0080
6440,6440,0,7,0,01,0000,5,01,0080
6441,6441,0,7,0,01,0000,5,01,0080
6442,6442,0,7,0,01,0000,5,01,0080
6443,6443,0,7,0,01,0000,5,01,0080
6444,6444,0,7,0,01,0000,5,01,0080
6445,6445,0,7,0,01,0000,5,01,0080
6446,6446,0,7,0,01,0000,5,01,0080
6447,6447,0,7,0,01,0000,5,01,0080
6448,6448,0,7,0,01,0000,5,01,0080
6449,6449,0,7,0,01,0000,5,01,0080
6450,6450,0,7,0,01,0000,5,01,0080
6451,6451,0,7,0,01,0000,5,01,0080
6452,6452,0,7,0,01,0000,5,01,0080
6453,6453,0,7,0,01,0000,5,01,0080
6454,6454,0,7,0,01,0000,5,01,0080
6455,6455,0,7,0,01,0000,5,01,0080
6456,6456,0,7,0,01,0000,5,01,0080
6457,6457,0,7,0,01,0000,5,01,0080
6458,6458,0,7,0,01,0000,5,01,0080
6459,6459,0,7,0,01,0000,5,01,0080
6460,6460,0,7,0,01,0000,5,01,0080
6461,6461,0,7,0,01,0000,5,01,0080
6462,6462,0,7,0,01,0000,5,01,0080
6463,6463,0,7,0,01,0000,5,01,0080
6464,6464,0,7,0,01,0000,5,01,0080
6465,6465,0,7,0,01,0000,5,01,0080
6466,6466,0,7,0,01,0000,5,01,0080
6467,6467,0,7,0,01,0000,5,01,0080
6468,6468,0,7,0,01,0000,5,01,0080
6469,6469,0,7,0,01,0000,5,01,0080
6470,6470,0,7,0,01,0000,5,01,0080
6471,6471,0,7,0,01,0000,5,01,0080
6472,6472,0,7,0,01,0000,5,01,0080
6473,6473,0,7,0,01,0000,5,01,0080
6474,6474,0,7,0,01,0000,5,01,0080
6475,6475,0,7,0,01,0000,5,01,0080
6476,6476,0,7,0,01,0000,5,01,0080
6477,6477,0,7,0,01,0000,5,01,0080
6478,6478,0,7,0,01,0000,5,01,0080
6479,6479,0,7,0,01,0000,5,01,0080
6480,6480,0,7,0,01,0000,5,01,0080
6481,6481,0,7,0,01,0000,5,01,0080
6482,6482,0,7,0,01,0000,5,01,0080
6483,6483,0,7,0,01,0000,5,01,0080
6484,6484,0,7,0,01,0000,5,01,0080
6485,6485,0,7,0,01,0000,5,01,0080
6486,6486,0,7,0,01,0000,5,01,0080
6487,6487,0,7,0,01,0000,5,01,0080
